Comment in English,Spam / Ham,Sentiment
"Pretty cool, but trains. Also wouldn't it just be better to have a bog standard tunnel in the 
form of an above ground avenue with access to underground parking at the base of buildings. You could even put ramps that allow for cars to travel to street level. Anyway foot traffic is the most viable option, build things close together with pedestrian access from footpath and have a proportion of pedestrian only streets. Walking is the least energy intensive mode of transport, you shouldn't need a car to go buy milk or visit people in you neighbourhood.",ham,neutral
jesus christ have any of you people heard of a subway before?,spam,neutral
"a really important question just came to mind. how are they going to get all that car exhaust out of the tunnels.
 The car is running inside the tunnel or regardless people won't turn off their cars even if it's suppose to be off. I smell a build up of car exhaust in those tunnels. like the idea but may need so minor tweaks",ham,neutral
"Wtf every time I have an idea 💡, and next thing you know someone else already is working on it

I imagine this a long long time ago",spam,neutral
I hope this is fake. It's genuinely a bad idea.,spam,negative
Yeah good luck,spam,positive
Why still use cars?,spam,neutral
"""Ladies and gentlemen. I present you - The future of Underground Highway."" - Elon Musk

Can't wait to hear this statement. 😊",spam,neutral
WTF!!!!,spam,negative
"That is gonna make traffic problem bigger, We dont need more solutions for cars!, We must to reduce cars! for less traffic!.",ham,negative
"One error, we see 4 wheels in the transport platform and it runs along a track.
 When the tracks merged. Wouldn't the wheels clash into it?",ham,neutral
Please don't bring this in Canada! we already complain too much on a railway transit streetcar!,spam,negative
"meh, boring",spam,negative
Live in the Bay Area. Then you'll understand why this won't work.,spam,neutral
"Stupid idea. Impossible to be built with mill millions of people living there.
 And the sewrs and the electric lines android the water pipes.",spam,negative
wouldn't it just be easier to have flying cars?,spam,neutral
"Great IDEA! Now, who has $1 Trillion TO GET THIS GOING!!

Wait...wait! Where are you going!?",spam,neutral
I admire Elon's ability to bullshit people,spam,neutral
To make that costs 1 trillion​,spam,neutral
What about earthquakes and shit,spam,neutral
fucking stupid idea.,spam,negative
I can't tell it looks like the hole ground and buildings are floating ?,spam,neutral
"You don't need an engineer's degree to detect hyperloop-level amount of bullshit here. Well,
 I have a degree, and this is so wrong on so many levels. ""Yo dawg! I heard that you like cars, so we put your car in a car so you can drive while you drive.""",spam,negative
underground tunnels that transport passengers? try the subway,spam,neutral
"Takes me back to I, Robot --the highways where the AI takes over 'automation' the
 cars driving at very high speeds because humans can't drive at those speeds.",spam,neutral
"sounds like a traffic causer lol............... I mean  in  a sense its like going on a Disney ride, just more sophisticated. 
  to time consuming lol, and more taxes to pay i bet-----------    also making the planet less durable'",spam,negative
Just imagine all the natural selection that will occur,spam,neutral
I'm so confused on what this is,spam,neutral
"This idea is fine, but it feels as if it's actual shit. I see numerous defective problems leading to this.",spam,neutral
"What happens when someone drives over the giant hole on the side of the road, 
or when some salty kid pushes his brother down it???",ham,neutral
okay great way to help earthquakes destroy everything,spam,negative
if the mole people can drive underground why not us too!?,spam,neutral
New favourite band. Weird video though.,spam,neutral
"Cool concept but it's not a great idea, and for that reason, I'm out.",spam,neutral
Or just double the amount of lanes by building another freeway on top of the current one,ham,neutral
"I see a lot of problems with this. The first one would deal with geologic instability caused by fracking.
 The other is not all cars are the same size.",ham,negative
then what even is the point of having a car,spam,neutral
Maybe put the entrances on their own private lot and not on the side of a busy street.,ham,neutral
future shit,spam,negative
This is Boring.,spam,neutral
Tell me some kids won't go on that and try to ride the tunnel with out a car and will get killed day 1,spam,negative
too much digging involved,spam,neutral
"This product is just another waste of creativity , land , and beauty. Cars destroy!",spam,negative
Or just ride a bike you lazy fucks.,spam,negative
"Are you people that narrow minded and unable to see the bigger picture? WHY would the floor stay open? 
Come on. Do you not possess common sense. Why are people so hung up on that? Why not imagine a way that would be safe so that those things you mentioned that could happen...would not happen? If there is a potential hazard...think of a solution to the problem! Use your mind to figure out what they can improve on instead of just bitching and bringing nothing to the table but hot air. That's why we haven't colonized mars! People forgot how to dream! Adulthood has ruined your ability to see beyond the now!",spam,neutral
I'm glad nobody in this comment section is an engineer. There's nothing but negativity and zero creativity or imagination.,spam,neutral
Soo... If there is a earthquake or anything the tunnels will be down for weeks or months! sick!,ham,negative
that's the key,spam,neutral
talk about claustrophobia screw this idea.,spam,neutral
"the stupid company more like it ..... really this is a child's animation a cartoon showing a concept and zero how it would work ...
tracks just magically merge something that has never been able to do in any rail system ....elevator shafts with no well nothing the lift is magic it can hold all that weight and no need for cables hydraulics nothing just a magic platform.... zero ventilation for exhaust you tunnels would kill all that entered them after the first few minutes ....not to mention to build this version you have to excavate an entire city .... its infrastructure has to go somewhere .... there is not 1 tunnel on the planet that spans more than a 1/4 mile with out an infrastructure for lights and air ......and whats the propels the lifts the platforms.....again a child could design this exactly the same and if you producing at the same intellectual level as a 6 year old you ain't gonna cut it in engineering",ham,negative
"Wait.. so a car drives onto a frame and then goes underground  ...leaving a giant car-sized hole exposing an elevator shaft 
that goes deep in to the ground.  Nothing could go wrong there..    That aside, interesting concept.",ham,neutral
